"levelName","cancel_e","n_e","cancel_c","n_c","loss","P","profit"
"             ¦               ¦                       ¦       °--Canceled        ",4,7,1,1,-14.92,0.499738427240338,-20.8051150034014
"             ¦               ¦                       ¦           °--Experiment  ",4,7,1,1,NA,NA,-5.88511500340141
"             ¦               ¦                       ¦               ¦--Not.c   ",4,8,1,1,5.37,0.445287579921074,5.37
"             ¦               ¦                       ¦               °--Canceled",5,8,1,1,-14.92,0.554712420078926,-14.92
"             ¦               ¦                       °--Canceled                ",4,6,1,1,-14.92,0.571432502194815,-29.1142783342033
"             ¦               ¦                           °--Control             ",4,6,1,1,NA,NA,-14.1942783342033
"             ¦               ¦                               ¦--Not.c           ",4,6,1,2,5.7,0.332624966232484,1.26298111512415
"             ¦               ¦                               ¦   °--Control     ",4,6,1,2,NA,NA,-4.43701888487585
"             ¦               ¦                               ¦       ¦--Not.c   ",4,6,1,3,5.7,0.500393352150032,5.7
"             ¦               ¦                               ¦       °--Canceled",4,6,2,3,-14.59,0.499606647849968,-14.59
"             ¦               ¦                               °--Canceled        ",4,6,2,2,-14.59,0.667375033767516,-21.8982980266306
"             ¦               ¦                                   °--Experiment  ",4,6,2,2,NA,NA,-7.3082980266306
"             ¦               ¦                                       ¦--Not.c   ",4,7,2,2,5.37,0.375145489076856,5.37
"             ¦               ¦                                       °--Canceled",5,7,2,2,-14.92,0.624854510923144,-14.92
"             ¦               °--Canceled                                        ",2,3,1,1,-14.92,0.500382547876384,-46.4004387930441
"             ¦                   °--Experiment                                  ",2,3,1,1,NA,NA,-31.4804387930441
"             ¦                       ¦--Not.c                                   ",2,4,1,1,5.37,0.400301462929509,-13.5665012222879
"             ¦                       ¦   °--Experiment                          ",2,4,1,1,NA,NA,-18.9365012222879
"             ¦                       ¦       ¦--Not.c                           ",2,5,1,1,5.37,0.50111271145651,-4.61675589382273
"             ¦                       ¦       ¦   °--Experiment                  ",2,5,1,1,NA,NA,-9.98675589382273
"             ¦                       ¦       ¦       ¦--Not.c                   ",2,6,1,1,5.37,0.570934874121835,0.887118352675492
"             ¦                       ¦       ¦       ¦   °--Experiment          ",2,6,1,1,NA,NA,-4.48288164732451
"             ¦                       ¦       ¦       ¦       ¦--Not.c           ",2,7,1,1,5.37,0.625237201487785,3.98482761420279
"             ¦                       ¦       ¦       ¦       ¦   °--Experiment  ",2,7,1,1,NA,NA,-1.38517238579721
"             ¦                       ¦       ¦       ¦       ¦       ¦--Not.c   ",2,8,1,1,5.37,0.667068881922267,5.37
"             ¦                       ¦       ¦       ¦       ¦       °--Canceled",3,8,1,1,-14.92,0.332931118077733,-14.92
"             ¦                       ¦       ¦       ¦       °--Canceled        ",3,7,1,1,-14.92,0.374762798512215,-18.6100225020403
"             ¦                       ¦       ¦       ¦           °--Experiment  ",3,7,1,1,NA,NA,-3.6900225020403
"             ¦                       ¦       ¦       ¦               ¦--Not.c   ",3,8,1,1,5.37,0.553473509017235,5.37
"             ¦                       ¦       ¦       ¦               °--Canceled",4,8,1,1,-14.92,0.446526490982765,-14.92
"             ¦                       ¦       ¦       °--Canceled                ",3,6,1,1,-14.92,0.429065125878165,-24.4560605510929
"             ¦                       ¦       ¦           °--Experiment          ",3,6,1,1,NA,NA,-9.53606055109288
"             ¦                       ¦       ¦               ¦--Not.c           ",3,7,1,1,5.37,0.500524966151134,1.71442432675744
"             ¦                       ¦       ¦               ¦   °--Experiment  ",3,7,1,1,NA,NA,-3.65557567324256
"             ¦                       ¦       ¦               ¦       ¦--Not.c   ",3,8,1,1,5.37,0.555171233452806,5.37
"             ¦                       ¦       ¦               ¦       °--Canceled",4,8,1,1,-14.92,0.444828766547194,-14.92
"             ¦                       ¦       ¦               °--Canceled        ",4,7,1,1,-14.92,0.499475033848866,-20.8101947541125
"             ¦                       ¦       ¦                   °--Experiment  ",4,7,1,1,NA,NA,-5.89019475411249
"             ¦                       ¦       ¦                       ¦--Not.c   ",4,8,1,1,5.37,0.445037222567152,5.37
"             ¦                       ¦       ¦                       °--Canceled",5,8,1,1,-14.92,0.554962777432848,-14.92
"             ¦                       ¦       °--Canceled                        ",3,5,1,1,-14.92,0.49888728854349,-33.3201236831122
"             ¦                       ¦           °--Experiment                  ",3,5,1,1,NA,NA,-18.4001236831122
"             ¦                       ¦               ¦--Not.c                   ",3,6,1,1,5.37,0.429470103460689,-4.1630593504074
"             ¦                       ¦               ¦   °--Experiment          ",3,6,1,1,NA,NA,-9.5330593504074
"             ¦                       ¦               ¦       ¦--Not.c           ",3,7,1,1,5.37,0.501051569658291,1.72690022535715
"             ¦                       ¦               ¦       ¦   °--Experiment  ",3,7,1,1,NA,NA,-3.64309977464285
"             ¦                       ¦               ¦       ¦       ¦--Not.c   ",3,8,1,1,5.37,0.555786112634655,5.37
"             ¦                       ¦               ¦       ¦       °--Canceled",4,8,1,1,-14.92,0.444213887365345,-14.92
"             ¦                       ¦               ¦       °--Canceled        ",4,7,1,1,-14.92,0.498948430341709,-20.8404812734744
"             ¦                       ¦               ¦           °--Experiment  ",4,7,1,1,NA,NA,-5.92048127347442
"             ¦                       ¦               ¦               ¦--Not.c   ",4,8,1,1,5.37,0.443544540489186,5.37
"             ¦                       ¦               ¦               °--Canceled",5,8,1,1,-14.92,0.556455459510814,-14.92
"             ¦                       ¦               °--Canceled                ",4,6,1,1,-14.92,0.570529896539311,-29.1171667846772
"             ¦                       ¦                   °--Control             ",4,6,1,1,NA,NA,-14.1971667846772
"             ¦                       ¦                       ¦--Not.c           ",4,6,1,2,5.7,0.33302213541292,1.24849991706556
"             ¦                       ¦                       ¦   °--Control     ",4,6,1,2,NA,NA,-4.45150008293444
"             ¦                       ¦                       ¦       ¦--Not.c   ",4,6,1,3,5.7,0.499679641057938,5.7
"             ¦                       ¦                       ¦       °--Canceled",4,6,2,3,-14.59,0.500320358942062,-14.59
"             ¦                       ¦                       °--Canceled        ",4,6,2,2,-14.59,0.66697786458708,-21.9091901980405
"             ¦                       ¦                           °--Experiment  ",4,6,2,2,NA,NA,-7.31919019804051
"             ¦                       ¦                               ¦--Not.c   ",4,7,2,2,5.37,0.374608664463257,5.37
"             ¦                       ¦                               °--Canceled",5,7,2,2,-14.92,0.625391335536743,-14.92
"             ¦                       °--Canceled                                ",3,4,1,1,-14.92,0.599698537070491,-43.4380724591717
"             ¦                           °--Control                             ",3,4,1,1,NA,NA,-28.5180724591717
"             ¦                               ¦--Not.c                           ",3,4,1,2,5.7,0.33272439877212,-7.65746225323663
"             ¦                               ¦   °--Control                     ",3,4,1,2,NA,NA,-13.3574622532366
"             ¦                               ¦       ¦--Not.c                   ",3,4,1,3,5.7,0.499715561882243,0.858309416856728
"             ¦                               ¦       ¦   °--Control             ",3,4,1,3,NA,NA,-4.84169058314327
"             ¦                               ¦       ¦       ¦--Not.c           ",3,4,1,4,5.7,0.599585771017878,4.62801251706354
"             ¦                               ¦       ¦       ¦   °--Control     ",3,4,1,4,NA,NA,-1.07198748293646
"             ¦                               ¦       ¦       ¦       ¦--Not.c   ",3,4,1,5,5.7,0.666240143768533,5.7
"             ¦                               ¦       ¦       ¦       °--Canceled",3,4,2,5,-14.59,0.333759856231467,-14.59
"             ¦                               ¦       ¦       °--Canceled        ",3,4,2,4,-14.59,0.400414228982122,-19.0217541864809
"             ¦                               ¦       ¦           °--Control     ",3,4,2,4,NA,NA,-4.43175418648093
"             ¦                               ¦       ¦               ¦--Not.c   ",3,4,2,5,5.7,0.500652824717549,5.7
"             ¦                               ¦       ¦               °--Canceled",3,4,3,5,-14.59,0.499347175282451,-14.59
"             ¦                               ¦       °--Canceled                ",3,4,2,3,-14.59,0.500284438117757,-27.5570690897744
"             ¦                               ¦           °--Control             ",3,4,2,3,NA,NA,-12.9670690897744
"             ¦                               ¦               ¦--Not.c           ",3,4,2,4,5.7,0.399108391643759,1.26602210359889
"             ¦                               ¦               ¦   °--Control     ",3,4,2,4,NA,NA,-4.43397789640111
"             ¦                               ¦               ¦       ¦--Not.c   ",3,4,2,5,5.7,0.5005432283686,5.7
"             ¦                               ¦               ¦       °--Canceled",3,4,3,5,-14.59,0.4994567716314,-14.59
"             ¦                               ¦               °--Canceled        ",3,4,3,4,-14.59,0.600891608356241,-22.4205979048056
"             ¦                               ¦                   °--Control     ",3,4,3,4,NA,NA,-7.83059790480561
"             ¦                               ¦                       ¦--Not.c   ",3,4,3,5,5.7,0.333139580837575,5.7
"             ¦                               ¦                       °--Canceled",3,4,4,5,-14.59,0.666860419162425,-14.59
"             ¦                               °--Canceled                        ",3,4,2,2,-14.59,0.66727560122788,-38.9198224647425
"             ¦                                   °--Experiment                  ",3,4,2,2,NA,NA,-24.3298224647425
"             ¦                                       ¦--Not.c                   ",3,5,2,2,5.37,0.332434354625319,-7.10998003332364
"             ¦                                       ¦   °--Experiment          ",3,5,2,2,NA,NA,-12.4799800333236
"             ¦                                       ¦       ¦--Not.c           ",3,6,2,2,5.37,0.427804647563113,0.575169400132967
"             ¦                                       ¦       ¦   °--Experiment  ",3,6,2,2,NA,NA,-4.79483059986703
"             ¦                                       ¦       ¦       ¦--Not.c   ",3,7,2,2,5.37,0.49902264170197,5.37
